#,,,,,,,,
agency_cd,site_no,datetime,timezone,Gage Height [ft],Discharge [cfs],Temperature [degrees C],Turbidity [FNU],Flooding
USGS,14206950,6/2/2017 3:45,PDT,2.02,12,,,0
USGS,14206950,6/2/2017 4:00,PDT,2.02,12,18.1,2.9,0
USGS,14206950,6/2/2017 4:15,PDT,2.02,12,,,0
USGS,14206950,6/2/2017 4:30,PDT,2.02,12,18,3.3,0
USGS,14206950,6/2/2017 4:45,PDT,2.02,12,,,0
USGS,14206950,6/2/2017 5:00,PDT,2.01,11.6,18,3.1,0
USGS,14206950,6/2/2017 5:15,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 5:30,PDT,2.01,11.6,17.9,3,0
USGS,14206950,6/2/2017 5:45,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 6:00,PDT,2.01,11.6,17.8,3.1,0
USGS,14206950,6/2/2017 6:15,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 6:30,PDT,2.01,11.6,17.7,3,0
USGS,14206950,6/2/2017 6:45,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 7:00,PDT,2.01,11.6,17.6,3.6,0
USGS,14206950,6/2/2017 7:15,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 7:30,PDT,2.01,11.6,17.5,3.4,0
USGS,14206950,6/2/2017 7:45,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 8:00,PDT,2.01,11.6,17.5,3.6,0
USGS,14206950,6/2/2017 8:15,PDT,2,11.2,,,0
USGS,14206950,6/2/2017 8:30,PDT,2.01,11.6,17.5,3.2,0
USGS,14206950,6/2/2017 8:45,PDT,2,11.2,,,0
USGS,14206950,6/2/2017 9:00,PDT,2,11.2,17.5,3.4,0
USGS,14206950,6/2/2017 9:15,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 9:30,PDT,2.01,11.6,17.6,3.1,0
USGS,14206950,6/2/2017 9:45,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 10:00,PDT,2.01,11.6,17.7,3.1,0
USGS,14206950,6/2/2017 10:15,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 10:30,PDT,2.01,11.6,17.8,3.1,0
USGS,14206950,6/2/2017 10:45,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 11:00,PDT,2.01,11.6,18,3,0
USGS,14206950,6/2/2017 11:15,PDT,2.01,11.6,,,0
USGS,14206950,6/2/2017 11:30,PDT,2.01,11.6,18.2,3,0
USGS,14206950,6/2/2017 11:45,PDT,2,11.2,,,0
USGS,14206950,6/2/2017 12:00,PDT,2,11.2,18.2,3,0
USGS,14206950,6/2/2017 12:15,PDT,2,11.2,,,0
USGS,14206950,6/2/2017 12:30,PDT,2,11.2,18.3,3.1,0
USGS,14206950,6/2/2017 12:45,PDT,2,11.2,,,0
USGS,14206950,6/2/2017 13:00,PDT,1.99,10.9,18.6,3,0
USGS,14206950,6/2/2017 13:15,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 13:30,PDT,1.99,10.9,19,3.4,0
USGS,14206950,6/2/2017 13:45,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 14:00,PDT,1.98,10.5,19.3,3.1,0
USGS,14206950,6/2/2017 14:15,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 14:30,PDT,1.98,10.5,19.5,3,0
USGS,14206950,6/2/2017 14:45,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 15:00,PDT,1.98,10.5,19.7,3,0
USGS,14206950,6/2/2017 15:15,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 15:30,PDT,1.98,10.5,19.9,3.3,0
USGS,14206950,6/2/2017 15:45,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 16:00,PDT,1.98,10.5,20.1,3.1,0
USGS,14206950,6/2/2017 16:15,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 16:30,PDT,1.98,10.5,20.2,3,0
USGS,14206950,6/2/2017 16:45,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 17:00,PDT,1.98,10.5,20.3,3,0
USGS,14206950,6/2/2017 17:15,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 17:30,PDT,1.98,10.5,20.3,3.1,0
USGS,14206950,6/2/2017 17:45,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 18:00,PDT,1.98,10.5,20.3,3.1,0
USGS,14206950,6/2/2017 18:15,PDT,1.98,10.5,,,0
USGS,14206950,6/2/2017 18:30,PDT,1.99,10.9,20.4,3,0
USGS,14206950,6/2/2017 18:45,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 19:00,PDT,1.99,10.9,20.4,3.1,0
USGS,14206950,6/2/2017 19:15,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 19:30,PDT,1.99,10.9,20.4,3.1,0
USGS,14206950,6/2/2017 19:45,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 20:00,PDT,1.99,10.9,20.4,3,0
USGS,14206950,6/2/2017 20:15,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 20:30,PDT,1.99,10.9,20.3,3,0
USGS,14206950,6/2/2017 20:45,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 21:00,PDT,1.99,10.9,20.2,3.2,0
USGS,14206950,6/2/2017 21:15,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 21:30,PDT,1.99,10.9,20,3.3,0
USGS,14206950,6/2/2017 21:45,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 22:00,PDT,1.99,10.9,19.9,3.3,0
USGS,14206950,6/2/2017 22:15,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 22:30,PDT,1.99,10.9,19.7,3.1,0
USGS,14206950,6/2/2017 22:45,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 23:00,PDT,1.99,10.9,19.5,3.2,0
USGS,14206950,6/2/2017 23:15,PDT,1.99,10.9,,,0
USGS,14206950,6/2/2017 23:30,PDT,1.99,10.9,19.3,3.2,0
USGS,14206950,6/2/2017 23:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 0:00,PDT,1.99,10.9,19.2,3.1,0
USGS,14206950,6/3/2017 0:15,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 0:30,PDT,1.98,10.5,19,3.1,0
USGS,14206950,6/3/2017 0:45,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 1:00,PDT,1.98,10.5,18.8,3.2,0
USGS,14206950,6/3/2017 1:15,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 1:30,PDT,1.98,10.5,18.6,3.5,0
USGS,14206950,6/3/2017 1:45,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 2:00,PDT,1.98,10.5,18.5,3.2,0
USGS,14206950,6/3/2017 2:15,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 2:30,PDT,1.98,10.5,18.5,3.2,0
USGS,14206950,6/3/2017 2:45,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 3:00,PDT,1.98,10.5,18.4,3.6,0
USGS,14206950,6/3/2017 3:15,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 3:30,PDT,1.98,10.5,18.3,3.3,0
USGS,14206950,6/3/2017 3:45,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 4:00,PDT,1.98,10.5,18.3,3.3,0
USGS,14206950,6/3/2017 4:15,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 4:30,PDT,1.98,10.5,18.2,3.2,0
USGS,14206950,6/3/2017 4:45,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 5:00,PDT,1.98,10.5,18.2,3.2,0
USGS,14206950,6/3/2017 5:15,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 5:30,PDT,1.97,10.1,18.2,3.3,0
USGS,14206950,6/3/2017 5:45,PDT,1.97,10.1,,,0
USGS,14206950,6/3/2017 6:00,PDT,1.97,10.1,18.1,3.8,0
USGS,14206950,6/3/2017 6:15,PDT,1.97,10.1,,,0
USGS,14206950,6/3/2017 6:30,PDT,1.97,10.1,18.1,3.8,0
USGS,14206950,6/3/2017 6:45,PDT,1.97,10.1,,,0
USGS,14206950,6/3/2017 7:00,PDT,1.97,10.1,18,3.4,0
USGS,14206950,6/3/2017 7:15,PDT,1.97,10.1,,,0
USGS,14206950,6/3/2017 7:30,PDT,1.97,10.1,17.9,4.2,0
USGS,14206950,6/3/2017 7:45,PDT,1.98,10.5,,,0
USGS,14206950,6/3/2017 8:00,PDT,1.99,10.9,17.8,4.1,0
USGS,14206950,6/3/2017 8:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 8:30,PDT,1.99,10.9,17.8,3.1,0
USGS,14206950,6/3/2017 8:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 9:00,PDT,2,11.2,17.7,3.3,0
USGS,14206950,6/3/2017 9:15,PDT,2,11.2,,,0
USGS,14206950,6/3/2017 9:30,PDT,2,11.2,17.6,3.3,0
USGS,14206950,6/3/2017 9:45,PDT,2.01,11.6,,,0
USGS,14206950,6/3/2017 10:00,PDT,2.01,11.6,17.6,3.2,0
USGS,14206950,6/3/2017 10:15,PDT,2,11.2,,,0
USGS,14206950,6/3/2017 10:30,PDT,2,11.2,17.6,3.2,0
USGS,14206950,6/3/2017 10:45,PDT,2,11.2,,,0
USGS,14206950,6/3/2017 11:00,PDT,2,11.2,17.6,2.9,0
USGS,14206950,6/3/2017 11:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 11:30,PDT,1.99,10.9,17.6,3.2,0
USGS,14206950,6/3/2017 11:45,PDT,2,11.2,,,0
USGS,14206950,6/3/2017 12:00,PDT,1.99,10.9,17.6,2.9,0
USGS,14206950,6/3/2017 12:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 12:30,PDT,1.99,10.9,17.6,2.9,0
USGS,14206950,6/3/2017 12:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 13:00,PDT,1.99,10.9,17.6,2.8,0
USGS,14206950,6/3/2017 13:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 13:30,PDT,1.99,10.9,17.6,2.9,0
USGS,14206950,6/3/2017 13:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 14:00,PDT,1.99,10.9,17.7,3.4,0
USGS,14206950,6/3/2017 14:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 14:30,PDT,1.99,10.9,17.7,3.4,0
USGS,14206950,6/3/2017 14:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 15:00,PDT,1.99,10.9,17.8,3.2,0
USGS,14206950,6/3/2017 15:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 15:30,PDT,1.99,10.9,17.9,2.9,0
USGS,14206950,6/3/2017 15:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 16:00,PDT,1.99,10.9,17.9,2.9,0
USGS,14206950,6/3/2017 16:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 16:30,PDT,1.99,10.9,18,2.9,0
USGS,14206950,6/3/2017 16:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 17:00,PDT,1.99,10.9,18,2.8,0
USGS,14206950,6/3/2017 17:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 17:30,PDT,1.99,10.9,18,2.9,0
USGS,14206950,6/3/2017 17:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 18:00,PDT,1.99,10.9,18,2.9,0
USGS,14206950,6/3/2017 18:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 18:30,PDT,1.99,10.9,18,2.9,0
USGS,14206950,6/3/2017 18:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 19:00,PDT,1.99,10.9,18,2.9,0
USGS,14206950,6/3/2017 19:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 19:30,PDT,1.99,10.9,18,3,0
USGS,14206950,6/3/2017 19:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 20:00,PDT,1.99,10.9,17.9,2.9,0
USGS,14206950,6/3/2017 20:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 20:30,PDT,1.99,10.9,17.9,2.9,0
USGS,14206950,6/3/2017 20:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 21:00,PDT,1.99,10.9,17.8,3,0
USGS,14206950,6/3/2017 21:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 21:30,PDT,1.99,10.9,17.8,3.4,0
USGS,14206950,6/3/2017 21:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 22:00,PDT,1.99,10.9,17.7,3.2,0
USGS,14206950,6/3/2017 22:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 22:30,PDT,1.99,10.9,17.6,3.1,0
USGS,14206950,6/3/2017 22:45,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 23:00,PDT,1.99,10.9,17.5,3,0
USGS,14206950,6/3/2017 23:15,PDT,1.99,10.9,,,0
USGS,14206950,6/3/2017 23:30,PDT,1.99,10.9,17.4,3,0
USGS,14206950,6/3/2017 23:45,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 0:00,PDT,1.99,10.9,17.3,2.9,0
USGS,14206950,6/4/2017 0:15,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 0:30,PDT,1.99,10.9,17.2,2.9,0
USGS,14206950,6/4/2017 0:45,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 1:00,PDT,1.99,10.9,17.1,2.9,0
USGS,14206950,6/4/2017 1:15,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 1:30,PDT,1.99,10.9,17,2.9,0
USGS,14206950,6/4/2017 1:45,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 2:00,PDT,1.99,10.9,17,2.9,0
USGS,14206950,6/4/2017 2:15,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 2:30,PDT,1.99,10.9,16.9,3,0
USGS,14206950,6/4/2017 2:45,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 3:00,PDT,1.99,10.9,16.8,2.9,0
USGS,14206950,6/4/2017 3:15,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 3:30,PDT,1.99,10.9,16.7,2.9,0
USGS,14206950,6/4/2017 3:45,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 4:00,PDT,1.99,10.9,16.6,3.2,0
USGS,14206950,6/4/2017 4:15,PDT,1.99,10.9,,,0
USGS,14206950,6/4/2017 4:30,PDT,1.98,10.5,16.6,3,0
USGS,14206950,6/4/2017 4:45,PDT,1.98,10.5,,,0
USGS,14206950,6/4/2017 5:00,PDT,1.98,10.5,16.5,3,0
USGS,14206950,6/4/2017 5:15,PDT,1.98,10.5,,,0
USGS,14206950,6/4/2017 5:30,PDT,1.98,10.5,16.4,3.1,0
USGS,14206950,6/4/2017 5:45,PDT,1.98,10.5,,,0
USGS,14206950,6/4/2017 6:00,PDT,1.98,10.5,16.4,3.3,0
USGS,14206950,6/4/2017 6:15,PDT,1.98,10.5,,,0
USGS,14206950,6/4/2017 6:30,PDT,1.98,10.5,16.4,3.3,0
USGS,14206950,6/4/2017 6:45,PDT,1.98,10.5,,,0
USGS,14206950,6/4/2017 7:00,PDT,1.98,10.5,16.3,3.2,0
USGS,14206950,6/4/2017 7:15,PDT,1.98,10.5,,,0
USGS,14206950,6/4/2017 7:30,PDT,1.98,10.5,16.3,3.2,0
USGS,14206950,6/4/2017 7:45,PDT,1.98,10.5,,,0
USGS,14206950,6/4/2017 8:00,PDT,1.97,10.1,16.2,3.3,0
USGS,14206950,6/4/2017 8:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 8:30,PDT,1.97,10.1,16.2,3.1,0
USGS,14206950,6/4/2017 8:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 9:00,PDT,1.97,10.1,16.2,3.1,0
USGS,14206950,6/4/2017 9:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 9:30,PDT,1.97,10.1,16.3,3,0
USGS,14206950,6/4/2017 9:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 10:00,PDT,1.97,10.1,16.3,3,0
USGS,14206950,6/4/2017 10:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 10:30,PDT,1.97,10.1,16.4,3,0
USGS,14206950,6/4/2017 10:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 11:00,PDT,1.97,10.1,16.5,3,0
USGS,14206950,6/4/2017 11:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 11:30,PDT,1.97,10.1,16.5,3,0
USGS,14206950,6/4/2017 11:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 12:00,PDT,1.97,10.1,16.6,2.8,0
USGS,14206950,6/4/2017 12:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 12:30,PDT,1.97,10.1,16.7,2.9,0
USGS,14206950,6/4/2017 12:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 13:00,PDT,1.97,10.1,16.8,2.8,0
USGS,14206950,6/4/2017 13:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 13:30,PDT,1.97,10.1,16.9,2.8,0
USGS,14206950,6/4/2017 13:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 14:00,PDT,1.97,10.1,17,2.9,0
USGS,14206950,6/4/2017 14:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 14:30,PDT,1.97,10.1,17.2,2.8,0
USGS,14206950,6/4/2017 14:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 15:00,PDT,1.97,10.1,17.3,2.8,0
USGS,14206950,6/4/2017 15:15,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 15:30,PDT,1.97,10.1,17.5,3,0
USGS,14206950,6/4/2017 15:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 16:00,PDT,1.96,9.78,17.6,2.8,0
USGS,14206950,6/4/2017 16:15,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 16:30,PDT,1.96,9.78,17.7,3.1,0
USGS,14206950,6/4/2017 16:45,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 17:00,PDT,1.96,9.78,17.7,2.8,0
USGS,14206950,6/4/2017 17:15,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 17:30,PDT,1.96,9.78,17.7,3,0
USGS,14206950,6/4/2017 17:45,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 18:00,PDT,1.96,9.78,17.7,2.7,0
USGS,14206950,6/4/2017 18:15,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 18:30,PDT,1.96,9.78,17.7,2.7,0
USGS,14206950,6/4/2017 18:45,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 19:00,PDT,1.96,9.78,17.7,2.8,0
USGS,14206950,6/4/2017 19:15,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 19:30,PDT,1.96,9.78,17.7,2.7,0
USGS,14206950,6/4/2017 19:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 20:00,PDT,1.97,10.1,17.7,2.7,0
USGS,14206950,6/4/2017 20:15,PDT,1.96,9.78,,,0
USGS,14206950,6/4/2017 20:30,PDT,1.97,10.1,17.6,2.8,0
USGS,14206950,6/4/2017 20:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 21:00,PDT,1.97,10.1,17.5,2.9,0
USGS,14206950,6/4/2017 21:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 21:30,PDT,1.97,10.1,17.4,2.8,0
USGS,14206950,6/4/2017 21:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 22:00,PDT,1.97,10.1,17.3,2.9,0
USGS,14206950,6/4/2017 22:15,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 22:30,PDT,1.97,10.1,17.2,2.9,0
USGS,14206950,6/4/2017 22:45,PDT,1.97,10.1,,,0
USGS,14206950,6/4/2017 23:00,PDT,1.97,10.1,17,3.1,0
USGS,14206950,6/4/2017 23:15,PDT,1.98,10.5,,,0
USGS,14206950,6/4/2017 23:30,PDT,1.99,10.9,16.9,2.9,0
USGS,14206950,6/4/2017 23:45,PDT,2,11.2,,,0
USGS,14206950,6/5/2017 0:00,PDT,2.02,12,16.7,3,0
USGS,14206950,6/5/2017 0:15,PDT,2.03,12.4,,,0
USGS,14206950,6/5/2017 0:30,PDT,2.05,13.2,16.5,2.8,0
USGS,14206950,6/5/2017 0:45,PDT,2.05,13.2,,,0
USGS,14206950,6/5/2017 1:00,PDT,2.06,13.6,16.4,2.8,0
USGS,14206950,6/5/2017 1:15,PDT,2.06,13.6,,,0
USGS,14206950,6/5/2017 1:30,PDT,2.06,13.6,16.2,2.9,0
USGS,14206950,6/5/2017 1:45,PDT,2.05,13.2,,,0
USGS,14206950,6/5/2017 2:00,PDT,2.05,13.2,16.1,2.9,0
USGS,14206950,6/5/2017 2:15,PDT,2.04,12.8,,,0
USGS,14206950,6/5/2017 2:30,PDT,2.04,12.8,16,2.8,0
USGS,14206950,6/5/2017 2:45,PDT,2.03,12.4,,,0
USGS,14206950,6/5/2017 3:00,PDT,2.03,12.4,15.9,2.9,0
USGS,14206950,6/5/2017 3:15,PDT,2.02,12,,,0
USGS,14206950,6/5/2017 3:30,PDT,2.01,11.6,15.8,3,0
USGS,14206950,6/5/2017 3:45,PDT,2.01,11.6,,,0
USGS,14206950,6/5/2017 4:00,PDT,2,11.2,15.8,3.1,0
USGS,14206950,6/5/2017 4:15,PDT,1.99,10.9,,,0
USGS,14206950,6/5/2017 4:30,PDT,1.99,10.9,15.7,3,0
USGS,14206950,6/5/2017 4:45,PDT,1.99,10.9,,,0
USGS,14206950,6/5/2017 5:00,PDT,1.98,10.5,15.6,3.1,0
USGS,14206950,6/5/2017 5:15,PDT,1.97,10.1,,,0
USGS,14206950,6/5/2017 5:30,PDT,1.97,10.1,15.5,3.2,0
USGS,14206950,6/5/2017 5:45,PDT,1.97,10.1,,,0
USGS,14206950,6/5/2017 6:00,PDT,1.96,9.78,15.4,3.3,0
USGS,14206950,6/5/2017 6:15,PDT,1.96,9.78,,,0
USGS,14206950,6/5/2017 6:30,PDT,1.96,9.78,15.4,3.4,0
USGS,14206950,6/5/2017 6:45,PDT,1.96,9.78,,,0
USGS,14206950,6/5/2017 7:00,PDT,1.96,9.78,15.3,3.5,0
USGS,14206950,6/5/2017 7:15,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 7:30,PDT,1.95,9.43,15.2,3.3,0
USGS,14206950,6/5/2017 7:45,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 8:00,PDT,1.95,9.43,15.2,3.4,0
USGS,14206950,6/5/2017 8:15,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 8:30,PDT,1.94,9.09,15.1,3.3,0
USGS,14206950,6/5/2017 8:45,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 9:00,PDT,1.94,9.09,15.2,3.1,0
USGS,14206950,6/5/2017 9:15,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 9:30,PDT,1.94,9.09,15.2,3.1,0
USGS,14206950,6/5/2017 9:45,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 10:00,PDT,1.94,9.09,15.4,3.1,0
USGS,14206950,6/5/2017 10:15,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 10:30,PDT,1.94,9.09,15.6,3.1,0
USGS,14206950,6/5/2017 10:45,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 11:00,PDT,1.94,9.09,15.8,3.1,0
USGS,14206950,6/5/2017 11:15,PDT,1.93,8.76,,,0
USGS,14206950,6/5/2017 11:30,PDT,1.93,8.76,16.1,3,0
USGS,14206950,6/5/2017 11:45,PDT,1.93,8.76,,,0
USGS,14206950,6/5/2017 12:00,PDT,1.93,8.76,16.4,3.1,0
USGS,14206950,6/5/2017 12:15,PDT,1.93,8.76,,,0
USGS,14206950,6/5/2017 12:30,PDT,1.93,8.76,16.6,3.1,0
USGS,14206950,6/5/2017 12:45,PDT,1.93,8.76,,,0
USGS,14206950,6/5/2017 13:00,PDT,1.93,8.76,16.9,3.2,0
USGS,14206950,6/5/2017 13:15,PDT,1.93,8.76,,,0
USGS,14206950,6/5/2017 13:30,PDT,1.93,8.76,17.3,3.1,0
USGS,14206950,6/5/2017 13:45,PDT,1.93,8.76,,,0
USGS,14206950,6/5/2017 14:00,PDT,1.93,8.76,17.6,3,0
USGS,14206950,6/5/2017 14:15,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 14:30,PDT,1.94,9.09,17.9,3.2,0
USGS,14206950,6/5/2017 14:45,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 15:00,PDT,1.94,9.09,18.2,3.1,0
USGS,14206950,6/5/2017 15:15,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 15:30,PDT,1.94,9.09,18.4,3.1,0
USGS,14206950,6/5/2017 15:45,PDT,1.93,8.76,,,0
USGS,14206950,6/5/2017 16:00,PDT,1.93,8.76,18.6,3,0
USGS,14206950,6/5/2017 16:15,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 16:30,PDT,1.93,8.76,18.8,3,0
USGS,14206950,6/5/2017 16:45,PDT,1.93,8.76,,,0
USGS,14206950,6/5/2017 17:00,PDT,1.93,8.76,18.9,3,0
USGS,14206950,6/5/2017 17:15,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 17:30,PDT,1.93,8.76,19,3,0
USGS,14206950,6/5/2017 17:45,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 18:00,PDT,1.94,9.09,19.1,3,0
USGS,14206950,6/5/2017 18:15,PDT,1.94,9.09,,,0
USGS,14206950,6/5/2017 18:30,PDT,1.94,9.09,19.1,3,0
USGS,14206950,6/5/2017 18:45,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 19:00,PDT,1.94,9.09,19.1,3,0
USGS,14206950,6/5/2017 19:15,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 19:30,PDT,1.95,9.43,19,3,0
USGS,14206950,6/5/2017 19:45,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 20:00,PDT,1.95,9.43,19,3,0
USGS,14206950,6/5/2017 20:15,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 20:30,PDT,1.95,9.43,19,3.1,0
USGS,14206950,6/5/2017 20:45,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 21:00,PDT,1.95,9.43,18.9,3.1,0
USGS,14206950,6/5/2017 21:15,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 21:30,PDT,1.95,9.43,18.8,3.2,0
USGS,14206950,6/5/2017 21:45,PDT,1.95,9.43,,,0
USGS,14206950,6/5/2017 22:00,PDT,1.96,9.78,18.7,3.2,0
USGS,14206950,6/5/2017 22:15,PDT,1.96,9.78,,,0
USGS,14206950,6/5/2017 22:30,PDT,1.96,9.78,18.6,3.1,0
USGS,14206950,6/5/2017 22:45,PDT,1.96,9.78,,,0
USGS,14206950,6/5/2017 23:00,PDT,1.96,9.78,18.4,3.2,0
USGS,14206950,6/5/2017 23:15,PDT,1.96,9.78,,,0
USGS,14206950,6/5/2017 23:30,PDT,1.96,9.78,18.3,3.1,0
USGS,14206950,6/5/2017 23:45,PDT,1.95,9.43,,,0
USGS,14206950,6/6/2017 0:00,PDT,1.96,9.78,18.1,3.1,0
USGS,14206950,6/6/2017 0:15,PDT,1.96,9.78,,,0
