#,,,,,,,,
agency_cd,site_no,datetime,timezone,Gage Height [ft],Discharge [cfs],Temperature [degrees C],Turbidity [FNU],Flooding
USGS,14206950,12/4/2015 17:30,PST,3.79,156,,,0
USGS,14206950,12/4/2015 17:45,PST,3.76,152,,,0
USGS,14206950,12/4/2015 18:00,PST,3.72,148,7.9,14.3,0
USGS,14206950,12/4/2015 18:15,PST,3.69,144,,,0
USGS,14206950,12/4/2015 18:30,PST,3.65,140,,,0
USGS,14206950,12/4/2015 18:45,PST,3.62,136,,,0
USGS,14206950,12/4/2015 19:00,PST,3.59,133,7.9,14.5,0
USGS,14206950,12/4/2015 19:15,PST,3.55,129,,,0
USGS,14206950,12/4/2015 19:30,PST,3.52,125,,,0
USGS,14206950,12/4/2015 19:45,PST,3.49,122,,,0
USGS,14206950,12/4/2015 20:00,PST,3.46,119,8,14.4,0
USGS,14206950,12/4/2015 20:15,PST,3.43,116,,,0
USGS,14206950,12/4/2015 20:30,PST,3.4,113,,,0
USGS,14206950,12/4/2015 20:45,PST,3.37,110,,,0
USGS,14206950,12/4/2015 21:00,PST,3.34,107,8,14.5,0
USGS,14206950,12/4/2015 21:15,PST,3.31,104,,,0
USGS,14206950,12/4/2015 21:30,PST,3.3,103,,,0
USGS,14206950,12/4/2015 21:45,PST,3.25,97.8,,,0
USGS,14206950,12/4/2015 22:00,PST,3.23,95.9,8,14.3,0
USGS,14206950,12/4/2015 22:15,PST,3.22,95,,,0
USGS,14206950,12/4/2015 22:30,PST,3.19,92.2,,,0
USGS,14206950,12/4/2015 22:45,PST,3.17,90.3,,,0
USGS,14206950,12/4/2015 23:00,PST,3.15,88.5,8,13.7,0
USGS,14206950,12/4/2015 23:15,PST,3.13,86.6,,,0
USGS,14206950,12/4/2015 23:30,PST,3.11,84.8,,,0
USGS,14206950,12/4/2015 23:45,PST,3.09,83,,,0
USGS,14206950,12/5/2015 0:00,PST,3.08,82.2,8,14,0
USGS,14206950,12/5/2015 0:15,PST,3.06,80.4,,,0
USGS,14206950,12/5/2015 0:30,PST,3.05,79.5,,,0
USGS,14206950,12/5/2015 0:45,PST,3.04,78.7,,,0
USGS,14206950,12/5/2015 1:00,PST,3.02,76.9,8,13.6,0
USGS,14206950,12/5/2015 1:15,PST,3.01,76.1,,,0
USGS,14206950,12/5/2015 1:30,PST,2.99,74.4,,,0
USGS,14206950,12/5/2015 1:45,PST,2.98,73.5,,,0
USGS,14206950,12/5/2015 2:00,PST,2.96,71.9,8,13.8,0
USGS,14206950,12/5/2015 2:15,PST,2.96,71.9,,,0
USGS,14206950,12/5/2015 2:30,PST,2.94,70.2,,,0
USGS,14206950,12/5/2015 2:45,PST,2.94,70.2,,,0
USGS,14206950,12/5/2015 3:00,PST,2.92,68.6,7.9,13.7,0
USGS,14206950,12/5/2015 3:15,PST,2.92,68.6,,,0
USGS,14206950,12/5/2015 3:30,PST,2.91,67.8,,,0
USGS,14206950,12/5/2015 3:45,PST,2.89,66.2,,,0
USGS,14206950,12/5/2015 4:00,PST,2.88,65.4,7.9,13.3,0
USGS,14206950,12/5/2015 4:15,PST,2.88,65.4,,,0
USGS,14206950,12/5/2015 4:30,PST,2.86,63.8,,,0
USGS,14206950,12/5/2015 4:45,PST,2.85,63,,,0
USGS,14206950,12/5/2015 5:00,PST,2.85,63,7.9,13.4,0
USGS,14206950,12/5/2015 5:15,PST,2.84,62.3,,,0
USGS,14206950,12/5/2015 5:30,PST,2.83,61.5,,,0
USGS,14206950,12/5/2015 5:45,PST,2.82,60.7,,,0
USGS,14206950,12/5/2015 6:00,PST,2.81,60,7.8,13.4,0
USGS,14206950,12/5/2015 6:15,PST,2.81,60,,,0
USGS,14206950,12/5/2015 6:30,PST,2.8,59.2,,,0
USGS,14206950,12/5/2015 6:45,PST,2.8,59.2,,,0
USGS,14206950,12/5/2015 7:00,PST,2.79,58.5,7.8,12.7,0
USGS,14206950,12/5/2015 7:15,PST,2.81,60,,,0
USGS,14206950,12/5/2015 7:30,PST,2.8,59.2,,,0
USGS,14206950,12/5/2015 7:45,PST,2.81,60,,,0
USGS,14206950,12/5/2015 8:00,PST,2.81,60,7.8,12.7,0
USGS,14206950,12/5/2015 8:15,PST,2.82,60.7,,,0
USGS,14206950,12/5/2015 8:30,PST,2.83,61.5,,,0
USGS,14206950,12/5/2015 8:45,PST,2.85,63,,,0
USGS,14206950,12/5/2015 9:00,PST,2.86,63.8,7.7,12.2,0
USGS,14206950,12/5/2015 9:15,PST,2.88,65.4,,,0
USGS,14206950,12/5/2015 9:30,PST,2.9,67,,,0
USGS,14206950,12/5/2015 9:45,PST,2.92,68.6,,,0
USGS,14206950,12/5/2015 10:00,PST,2.94,70.2,7.8,12.3,0
USGS,14206950,12/5/2015 10:15,PST,2.95,71,,,0
USGS,14206950,12/5/2015 10:30,PST,2.95,71,,,0
USGS,14206950,12/5/2015 10:45,PST,2.97,72.7,,,0
USGS,14206950,12/5/2015 11:00,PST,2.98,73.5,7.9,13.2,0
USGS,14206950,12/5/2015 11:15,PST,2.99,74.4,,,0
USGS,14206950,12/5/2015 11:30,PST,3.01,76.1,,,0
USGS,14206950,12/5/2015 11:45,PST,3.02,76.9,,,0
USGS,14206950,12/5/2015 12:00,PST,3.03,77.8,7.9,12.9,0
USGS,14206950,12/5/2015 12:15,PST,3.05,79.5,,,0
USGS,14206950,12/5/2015 12:30,PST,3.07,81.3,,,0
USGS,14206950,12/5/2015 12:45,PST,3.09,83,,,0
USGS,14206950,12/5/2015 13:00,PST,3.11,84.8,7.9,12.7,0
USGS,14206950,12/5/2015 13:15,PST,3.12,85.7,,,0
USGS,14206950,12/5/2015 13:30,PST,3.14,87.5,,,0
USGS,14206950,12/5/2015 13:45,PST,3.16,89.4,,,0
USGS,14206950,12/5/2015 14:00,PST,3.18,91.2,7.9,13.3,0
USGS,14206950,12/5/2015 14:15,PST,3.21,94,,,0
USGS,14206950,12/5/2015 14:30,PST,3.24,96.9,,,0
USGS,14206950,12/5/2015 14:45,PST,3.25,97.8,,,0
USGS,14206950,12/5/2015 15:00,PST,3.28,101,7.9,13.8,0
USGS,14206950,12/5/2015 15:15,PST,3.29,102,,,0
USGS,14206950,12/5/2015 15:30,PST,3.3,103,,,0
USGS,14206950,12/5/2015 15:45,PST,3.32,105,,,0
USGS,14206950,12/5/2015 16:00,PST,3.32,105,7.8,14,0
USGS,14206950,12/5/2015 16:15,PST,3.32,105,,,0
USGS,14206950,12/5/2015 16:30,PST,3.33,106,,,0
USGS,14206950,12/5/2015 16:45,PST,3.32,105,,,0
USGS,14206950,12/5/2015 17:00,PST,3.32,105,7.9,13.8,0
USGS,14206950,12/5/2015 17:15,PST,3.32,105,,,0
USGS,14206950,12/5/2015 17:30,PST,3.3,103,,,0
USGS,14206950,12/5/2015 17:45,PST,3.29,102,,,0
USGS,14206950,12/5/2015 18:00,PST,3.28,101,7.9,13.5,0
USGS,14206950,12/5/2015 18:15,PST,3.27,99.8,,,0
USGS,14206950,12/5/2015 18:30,PST,3.26,98.8,,,0
USGS,14206950,12/5/2015 18:45,PST,3.25,97.8,,,0
USGS,14206950,12/5/2015 19:00,PST,3.24,96.9,7.9,13.4,0
USGS,14206950,12/5/2015 19:15,PST,3.23,95.9,,,0
USGS,14206950,12/5/2015 19:30,PST,3.22,95,,,0
USGS,14206950,12/5/2015 19:45,PST,3.2,93.1,,,0
USGS,14206950,12/5/2015 20:00,PST,3.21,94,8,13.1,0
USGS,14206950,12/5/2015 20:15,PST,3.2,93.1,,,0
USGS,14206950,12/5/2015 20:30,PST,3.23,95.9,,,0
USGS,14206950,12/5/2015 20:45,PST,3.25,97.8,,,0
USGS,14206950,12/5/2015 21:00,PST,3.25,97.8,8,12.8,0
USGS,14206950,12/5/2015 21:15,PST,3.27,99.8,,,0
USGS,14206950,12/5/2015 21:30,PST,3.27,99.8,,,0
USGS,14206950,12/5/2015 21:45,PST,3.3,103,,,0
USGS,14206950,12/5/2015 22:00,PST,3.32,105,8.1,12.4,0
USGS,14206950,12/5/2015 22:15,PST,3.35,108,,,0
USGS,14206950,12/5/2015 22:30,PST,3.38,111,,,0
USGS,14206950,12/5/2015 22:45,PST,3.4,113,,,0
USGS,14206950,12/5/2015 23:00,PST,3.42,115,8.3,14,0
USGS,14206950,12/5/2015 23:15,PST,3.46,119,,,0
USGS,14206950,12/5/2015 23:30,PST,3.49,122,,,0
USGS,14206950,12/5/2015 23:45,PST,3.5,123,,,0
USGS,14206950,12/6/2015 0:00,PST,3.51,124,8.4,14.5,0
USGS,14206950,12/6/2015 0:15,PST,3.53,127,,,0
USGS,14206950,12/6/2015 0:30,PST,3.55,129,,,0
USGS,14206950,12/6/2015 0:45,PST,3.59,133,,,0
USGS,14206950,12/6/2015 1:00,PST,3.62,136,8.4,14.4,0
USGS,14206950,12/6/2015 1:15,PST,3.64,139,,,0
USGS,14206950,12/6/2015 1:30,PST,3.68,143,,,0
USGS,14206950,12/6/2015 1:45,PST,3.7,146,,,0
USGS,14206950,12/6/2015 2:00,PST,3.73,149,8.4,15.8,0
USGS,14206950,12/6/2015 2:15,PST,3.76,152,,,0
USGS,14206950,12/6/2015 2:30,PST,3.78,155,,,0
USGS,14206950,12/6/2015 2:45,PST,3.82,160,,,0
USGS,14206950,12/6/2015 3:00,PST,3.86,164,8.4,16,0
USGS,14206950,12/6/2015 3:15,PST,3.9,168,,,0
USGS,14206950,12/6/2015 3:30,PST,3.92,170,,,0
USGS,14206950,12/6/2015 3:45,PST,3.95,174,,,0
USGS,14206950,12/6/2015 4:00,PST,3.97,176,8.4,17.3,0
USGS,14206950,12/6/2015 4:15,PST,3.98,178,,,0
USGS,14206950,12/6/2015 4:30,PST,4,180,,,0
USGS,14206950,12/6/2015 4:45,PST,4,180,,,0
USGS,14206950,12/6/2015 5:00,PST,4,180,8.4,18.8,0
USGS,14206950,12/6/2015 5:15,PST,4.04,185,,,0
USGS,14206950,12/6/2015 5:30,PST,4.09,191,,,0
USGS,14206950,12/6/2015 5:45,PST,4.1,193,,,0
USGS,14206950,12/6/2015 6:00,PST,4.12,195,8.4,18.2,0
USGS,14206950,12/6/2015 6:15,PST,4.14,197,,,0
USGS,14206950,12/6/2015 6:30,PST,4.14,197,,,0
USGS,14206950,12/6/2015 6:45,PST,4.18,202,,,0
USGS,14206950,12/6/2015 7:00,PST,4.21,206,8.4,20,0
USGS,14206950,12/6/2015 7:15,PST,4.3,218,,,0
USGS,14206950,12/6/2015 7:30,PST,4.31,219,,,0
USGS,14206950,12/6/2015 7:45,PST,4.32,220,,,0
USGS,14206950,12/6/2015 8:00,PST,4.34,223,8.4,17.6,0
USGS,14206950,12/6/2015 8:15,PST,4.36,225,,,0
USGS,14206950,12/6/2015 8:30,PST,4.39,229,,,0
USGS,14206950,12/6/2015 8:45,PST,4.41,232,,,0
USGS,14206950,12/6/2015 9:00,PST,4.41,232,8.5,20.1,0
USGS,14206950,12/6/2015 9:15,PST,4.42,233,,,0
USGS,14206950,12/6/2015 9:30,PST,4.43,234,,,0
USGS,14206950,12/6/2015 9:45,PST,4.41,232,,,0
USGS,14206950,12/6/2015 10:00,PST,4.39,229,8.5,20.1,0
USGS,14206950,12/6/2015 10:15,PST,4.39,229,,,0
USGS,14206950,12/6/2015 10:30,PST,4.37,226,,,0
USGS,14206950,12/6/2015 10:45,PST,4.36,225,,,0
USGS,14206950,12/6/2015 11:00,PST,4.35,224,8.6,18.7,0
USGS,14206950,12/6/2015 11:15,PST,4.35,224,,,0
USGS,14206950,12/6/2015 11:30,PST,4.35,224,,,0
USGS,14206950,12/6/2015 11:45,PST,4.34,223,,,0
USGS,14206950,12/6/2015 12:00,PST,4.34,223,8.7,20.7,0
USGS,14206950,12/6/2015 12:15,PST,4.3,218,,,0
USGS,14206950,12/6/2015 12:30,PST,4.33,221,,,0
USGS,14206950,12/6/2015 12:45,PST,4.32,220,,,0
USGS,14206950,12/6/2015 13:00,PST,4.29,216,8.8,17.5,0
USGS,14206950,12/6/2015 13:15,PST,4.3,218,,,0
USGS,14206950,12/6/2015 13:30,PST,4.28,215,,,0
USGS,14206950,12/6/2015 13:45,PST,4.26,212,,,0
USGS,14206950,12/6/2015 14:00,PST,4.27,214,8.8,17.7,0
USGS,14206950,12/6/2015 14:15,PST,4.25,211,,,0
USGS,14206950,12/6/2015 14:30,PST,4.24,210,,,0
USGS,14206950,12/6/2015 14:45,PST,4.23,209,,,0
USGS,14206950,12/6/2015 15:00,PST,4.21,206,8.8,16.7,0
USGS,14206950,12/6/2015 15:15,PST,4.19,204,,,0
USGS,14206950,12/6/2015 15:30,PST,4.15,199,,,0
USGS,14206950,12/6/2015 15:45,PST,4.15,199,,,0
USGS,14206950,12/6/2015 16:00,PST,4.15,199,8.9,16.3,0
USGS,14206950,12/6/2015 16:15,PST,4.11,194,,,0
USGS,14206950,12/6/2015 16:30,PST,4.08,190,,,0
USGS,14206950,12/6/2015 16:45,PST,4.06,188,,,0
USGS,14206950,12/6/2015 17:00,PST,4.02,183,9,15.4,0
USGS,14206950,12/6/2015 17:15,PST,4.01,181,,,0
USGS,14206950,12/6/2015 17:30,PST,4,180,,,0
USGS,14206950,12/6/2015 17:45,PST,3.97,176,,,0
USGS,14206950,12/6/2015 18:00,PST,3.96,175,9.1,15.1,0
USGS,14206950,12/6/2015 18:15,PST,3.94,173,,,0
USGS,14206950,12/6/2015 18:30,PST,3.92,170,,,0
USGS,14206950,12/6/2015 18:45,PST,3.91,169,,,0
USGS,14206950,12/6/2015 19:00,PST,3.91,169,9.2,14.4,0
USGS,14206950,12/6/2015 19:15,PST,3.93,172,,,0
USGS,14206950,12/6/2015 19:30,PST,3.93,172,,,0
USGS,14206950,12/6/2015 19:45,PST,3.97,176,,,0
USGS,14206950,12/6/2015 20:00,PST,3.99,179,9.3,13.8,0
USGS,14206950,12/6/2015 20:15,PST,4.01,181,,,0
USGS,14206950,12/6/2015 20:30,PST,4.01,181,,,0
USGS,14206950,12/6/2015 20:45,PST,4.05,186,,,0
USGS,14206950,12/6/2015 21:00,PST,4.08,190,9.4,14.6,0
USGS,14206950,12/6/2015 21:15,PST,4.09,191,,,0
USGS,14206950,12/6/2015 21:30,PST,4.11,194,,,0
USGS,14206950,12/6/2015 21:45,PST,4.12,195,,,0
USGS,14206950,12/6/2015 22:00,PST,4.13,196,9.4,17.3,0
USGS,14206950,12/6/2015 22:15,PST,4.16,200,,,0
USGS,14206950,12/6/2015 22:30,PST,4.2,205,,,0
USGS,14206950,12/6/2015 22:45,PST,4.24,210,,,0
USGS,14206950,12/6/2015 23:00,PST,4.3,218,9.4,15.6,0
USGS,14206950,12/6/2015 23:15,PST,4.36,225,,,0
USGS,14206950,12/6/2015 23:30,PST,4.45,237,,,0
USGS,14206950,12/6/2015 23:45,PST,4.53,246,,,0
USGS,14206950,12/7/2015 0:00,PST,4.62,258,9.4,24.3,1
USGS,14206950,12/7/2015 0:15,PST,4.7,268,,,1
USGS,14206950,12/7/2015 0:30,PST,4.78,279,,,1
USGS,14206950,12/7/2015 0:45,PST,4.92,298,,,1
USGS,14206950,12/7/2015 1:00,PST,4.98,306,9.3,27,1
USGS,14206950,12/7/2015 1:15,PST,5.04,313,,,1
USGS,14206950,12/7/2015 1:30,PST,5.07,317,,,1
USGS,14206950,12/7/2015 1:45,PST,5.14,327,,,1
USGS,14206950,12/7/2015 2:00,PST,5.18,333,9.3,31.1,1
USGS,14206950,12/7/2015 2:15,PST,5.24,342,,,1
USGS,14206950,12/7/2015 2:30,PST,5.29,349,,,1
USGS,14206950,12/7/2015 2:45,PST,5.36,359,,,1
USGS,14206950,12/7/2015 3:00,PST,5.36,359,9.3,33.1,1
USGS,14206950,12/7/2015 3:15,PST,5.46,374,,,1
USGS,14206950,12/7/2015 3:30,PST,5.48,377,,,1
USGS,14206950,12/7/2015 3:45,PST,5.49,378,,,1
USGS,14206950,12/7/2015 4:00,PST,5.54,385,9.4,35.6,1
USGS,14206950,12/7/2015 4:15,PST,5.57,390,,,1
USGS,14206950,12/7/2015 4:30,PST,5.61,396,,,1
USGS,14206950,12/7/2015 4:45,PST,5.65,402,,,1
USGS,14206950,12/7/2015 5:00,PST,5.7,410,9.4,37.2,1
USGS,14206950,12/7/2015 5:15,PST,5.72,413,,,1
USGS,14206950,12/7/2015 5:30,PST,5.8,425,,,1
USGS,14206950,12/7/2015 5:45,PST,5.83,429,,,1
USGS,14206950,12/7/2015 6:00,PST,5.93,445,9.4,41.8,1
USGS,14206950,12/7/2015 6:15,PST,5.98,453,,,1
USGS,14206950,12/7/2015 6:30,PST,6.08,469,,,1
USGS,14206950,12/7/2015 6:45,PST,6.15,480,,,1
USGS,14206950,12/7/2015 7:00,PST,6.25,496,9.5,39.3,1
USGS,14206950,12/7/2015 7:15,PST,6.35,513,,,1
USGS,14206950,12/7/2015 7:30,PST,6.46,531,,,1
USGS,14206950,12/7/2015 7:45,PST,6.59,553,,,1
USGS,14206950,12/7/2015 8:00,PST,6.69,570,9.6,49.2,1
USGS,14206950,12/7/2015 8:15,PST,6.83,594,,,1
USGS,14206950,12/7/2015 8:30,PST,6.96,617,,,1
USGS,14206950,12/7/2015 8:45,PST,7.13,648,,,1
USGS,14206950,12/7/2015 9:00,PST,7.31,681,9.7,74.8,1
USGS,14206950,12/7/2015 9:15,PST,7.48,712,,,1
USGS,14206950,12/7/2015 9:30,PST,7.68,750,,,1
USGS,14206950,12/7/2015 9:45,PST,7.99,811,,,1
USGS,14206950,12/7/2015 10:00,PST,8.2,853,9.9,77.7,1
USGS,14206950,12/7/2015 10:15,PST,8.52,918,,,1
USGS,14206950,12/7/2015 10:30,PST,8.75,966,,,1
USGS,14206950,12/7/2015 10:45,PST,8.97,1010,,,1
USGS,14206950,12/7/2015 11:00,PST,9.19,1060,10,62.2,1
USGS,14206950,12/7/2015 11:15,PST,9.45,1120,,,1
USGS,14206950,12/7/2015 11:30,PST,9.71,1180,,,1
USGS,14206950,12/7/2015 11:45,PST,9.95,1230,,,1
USGS,14206950,12/7/2015 12:00,PST,10.19,1290,10.1,60.6,1
USGS,14206950,12/7/2015 12:15,PST,10.37,1330,,,1
USGS,14206950,12/7/2015 12:30,PST,10.6,1390,,,1
USGS,14206950,12/7/2015 12:45,PST,10.75,1420,,,1
USGS,14206950,12/7/2015 13:00,PST,10.88,1460,10.2,54.3,1
USGS,14206950,12/7/2015 13:15,PST,11.09,1510,,,1
USGS,14206950,12/7/2015 13:30,PST,11.15,1520,,,1
USGS,14206950,12/7/2015 13:45,PST,11.24,1550,,,1
USGS,14206950,12/7/2015 14:00,PST,11.33,1570,10.3,52.2,1
USGS,14206950,12/7/2015 14:15,PST,11.4,1590,,,1
USGS,14206950,12/7/2015 14:30,PST,11.43,1590,,,1
USGS,14206950,12/7/2015 14:45,PST,11.49,1610,,,1
USGS,14206950,12/7/2015 15:00,PST,11.51,1610,10.3,49.6,1
USGS,14206950,12/7/2015 15:15,PST,11.55,1620,,,1
USGS,14206950,12/7/2015 15:30,PST,11.61,1640,,,1
USGS,14206950,12/7/2015 15:45,PST,11.65,1650,,,1
USGS,14206950,12/7/2015 16:00,PST,11.68,1660,10.3,52.2,1
USGS,14206950,12/7/2015 16:15,PST,11.69,1660,,,1
USGS,14206950,12/7/2015 16:30,PST,11.78,1680,,,1
USGS,14206950,12/7/2015 16:45,PST,11.75,1680,,,1
USGS,14206950,12/7/2015 17:00,PST,11.78,1680,10.3,54,1
USGS,14206950,12/7/2015 17:15,PST,11.76,1680,,,1
USGS,14206950,12/7/2015 17:30,PST,11.71,1670,,,1
USGS,14206950,12/7/2015 17:45,PST,11.66,1650,,,1
USGS,14206950,12/7/2015 18:00,PST,11.62,1640,10.3,59.9,1
USGS,14206950,12/7/2015 18:15,PST,11.63,1650,,,1
USGS,14206950,12/7/2015 18:30,PST,11.57,1630,,,1
USGS,14206950,12/7/2015 18:45,PST,11.52,1620,,,1
USGS,14206950,12/7/2015 19:00,PST,11.42,1590,10.3,53.5,1
USGS,14206950,12/7/2015 19:15,PST,11.35,1570,,,1
USGS,14206950,12/7/2015 19:30,PST,11.26,1550,,,1
USGS,14206950,12/7/2015 19:45,PST,11.16,1530,,,1
USGS,14206950,12/7/2015 20:00,PST,11.19,1530,10.4,52.9,1
USGS,14206950,12/7/2015 20:15,PST,11,1490,,,1
USGS,14206950,12/7/2015 20:30,PST,10.94,1470,,,1
USGS,14206950,12/7/2015 20:45,PST,10.88,1460,,,1
USGS,14206950,12/7/2015 21:00,PST,10.8,1440,10.4,47.9,1
USGS,14206950,12/7/2015 21:15,PST,10.68,1410,,,1
USGS,14206950,12/7/2015 21:30,PST,10.59,1380,,,1
USGS,14206950,12/7/2015 21:45,PST,10.54,1370,,,1
USGS,14206950,12/7/2015 22:00,PST,10.48,1360,10.4,44,1
USGS,14206950,12/7/2015 22:15,PST,10.38,1330,,,1
USGS,14206950,12/7/2015 22:30,PST,10.28,1310,,,1
USGS,14206950,12/7/2015 22:45,PST,10.15,1280,,,1
USGS,14206950,12/7/2015 23:00,PST,10.1,1270,10.4,45.5,1
USGS,14206950,12/7/2015 23:15,PST,10.06,1260,,,1
USGS,14206950,12/7/2015 23:30,PST,10.03,1250,,,1
USGS,14206950,12/7/2015 23:45,PST,9.86,1210,,,1
USGS,14206950,12/8/2015 0:00,PST,9.78,1190,10.4,52.4,1
USGS,14206950,12/8/2015 0:15,PST,9.68,1170,,,1
USGS,14206950,12/8/2015 0:30,PST,9.55,1140,,,1
USGS,14206950,12/8/2015 0:45,PST,9.47,1120,,,1
USGS,14206950,12/8/2015 1:00,PST,9.4,1110,10.4,62,1
USGS,14206950,12/8/2015 1:15,PST,9.25,1070,,,1
USGS,14206950,12/8/2015 1:30,PST,9.19,1060,,,1
USGS,14206950,12/8/2015 1:45,PST,8.99,1020,,,1
USGS,14206950,12/8/2015 2:00,PST,8.95,1010,10.4,75.5,1
USGS,14206950,12/8/2015 2:15,PST,8.82,981,,,1
USGS,14206950,12/8/2015 2:30,PST,8.72,960,,,1
USGS,14206950,12/8/2015 2:45,PST,8.57,928,,,1
USGS,14206950,12/8/2015 3:00,PST,8.47,908,10.5,73.4,1
USGS,14206950,12/8/2015 3:15,PST,8.35,883,,,1
USGS,14206950,12/8/2015 3:30,PST,8.28,869,,,1
USGS,14206950,12/8/2015 3:45,PST,8.08,828,,,1
USGS,14206950,12/8/2015 4:00,PST,7.98,809,10.5,79.7,1
USGS,14206950,12/8/2015 4:15,PST,7.89,791,,,1
USGS,14206950,12/8/2015 4:30,PST,7.71,756,,,1
USGS,14206950,12/8/2015 4:45,PST,7.69,752,,,1
USGS,14206950,12/8/2015 5:00,PST,7.52,720,10.6,82.7,1
USGS,14206950,12/8/2015 5:15,PST,7.43,703,,,1
USGS,14206950,12/8/2015 5:30,PST,7.34,686,,,1
USGS,14206950,12/8/2015 5:45,PST,7.2,661,,,1
USGS,14206950,12/8/2015 6:00,PST,7.09,641,10.6,69.2,1
USGS,14206950,12/8/2015 6:15,PST,6.98,621,,,1
USGS,14206950,12/8/2015 6:30,PST,6.92,610,,,1
USGS,14206950,12/8/2015 6:45,PST,6.81,591,,,1
USGS,14206950,12/8/2015 7:00,PST,6.72,575,10.7,72.1,1
USGS,14206950,12/8/2015 7:15,PST,6.63,560,,,1
USGS,14206950,12/8/2015 7:30,PST,6.5,538,,,1
USGS,14206950,12/8/2015 7:45,PST,6.43,526,,,1
USGS,14206950,12/8/2015 8:00,PST,6.4,521,10.8,59.7,1
USGS,14206950,12/8/2015 8:15,PST,6.37,516,,,1
USGS,14206950,12/8/2015 8:30,PST,6.25,496,,,1
USGS,14206950,12/8/2015 8:45,PST,6.14,478,,,1
USGS,14206950,12/8/2015 9:00,PST,6.09,470,11,56.1,1
USGS,14206950,12/8/2015 9:15,PST,6.05,464,,,1
USGS,14206950,12/8/2015 9:30,PST,5.98,453,,,1
USGS,14206950,12/8/2015 9:45,PST,5.94,447,,,1
USGS,14206950,12/8/2015 10:00,PST,5.87,436,11.2,60.6,1
USGS,14206950,12/8/2015 10:15,PST,5.85,433,,,1
USGS,14206950,12/8/2015 10:30,PST,5.75,417,,,1
USGS,14206950,12/8/2015 10:45,PST,5.73,414,,,1
USGS,14206950,12/8/2015 11:00,PST,5.68,407,11.4,48.8,1
USGS,14206950,12/8/2015 11:15,PST,5.62,397,,,1
USGS,14206950,12/8/2015 11:30,PST,5.56,388,,,1
USGS,14206950,12/8/2015 11:45,PST,5.51,381,,,1
USGS,14206950,12/8/2015 12:00,PST,5.45,372,11.5,44.1,1
USGS,14206950,12/8/2015 12:15,PST,5.44,371,,,1
USGS,14206950,12/8/2015 12:30,PST,5.4,365,,,1
USGS,14206950,12/8/2015 12:45,PST,5.35,357,,,1
USGS,14206950,12/8/2015 13:00,PST,5.32,353,11.7,40.5,1
USGS,14206950,12/8/2015 13:15,PST,5.34,356,,,1
USGS,14206950,12/8/2015 13:30,PST,5.34,356,,,1
USGS,14206950,12/8/2015 13:45,PST,5.35,357,,,1
USGS,14206950,12/8/2015 14:00,PST,5.34,356,11.8,36.8,1
USGS,14206950,12/8/2015 14:15,PST,5.38,362,,,1
USGS,14206950,12/8/2015 14:30,PST,5.44,371,,,1
USGS,14206950,12/8/2015 14:45,PST,5.49,378,,,1
USGS,14206950,12/8/2015 15:00,PST,5.54,385,12.2,38.9,1
USGS,14206950,12/8/2015 15:15,PST,5.6,394,,,1
USGS,14206950,12/8/2015 15:30,PST,5.65,402,,,1
USGS,14206950,12/8/2015 15:45,PST,5.7,410,,,1
USGS,14206950,12/8/2015 16:00,PST,5.8,425,12.5,46.6,1
USGS,14206950,12/8/2015 16:15,PST,5.82,428,,,1
USGS,14206950,12/8/2015 16:30,PST,5.88,437,,,1
USGS,14206950,12/8/2015 16:45,PST,5.92,443,,,1
USGS,14206950,12/8/2015 17:00,PST,5.95,448,12.6,43.7,1
USGS,14206950,12/8/2015 17:15,PST,6.01,458,,,1
USGS,14206950,12/8/2015 17:30,PST,6,456,,,1
USGS,14206950,12/8/2015 17:45,PST,6.03,461,,,1
USGS,14206950,12/8/2015 18:00,PST,6.09,470,12.7,41.3,1
USGS,14206950,12/8/2015 18:15,PST,6.12,475,,,1
USGS,14206950,12/8/2015 18:30,PST,6.16,482,,,1
USGS,14206950,12/8/2015 18:45,PST,6.15,480,,,1
USGS,14206950,12/8/2015 19:00,PST,6.19,486,12.6,42.8,1
USGS,14206950,12/8/2015 19:15,PST,6.18,485,,,1
USGS,14206950,12/8/2015 19:30,PST,6.22,491,,,1
USGS,14206950,12/8/2015 19:45,PST,6.22,491,,,1
USGS,14206950,12/8/2015 20:00,PST,6.25,496,12.7,42.8,1
USGS,14206950,12/8/2015 20:15,PST,6.28,501,,,1
USGS,14206950,12/8/2015 20:30,PST,6.31,506,,,1
USGS,14206950,12/8/2015 20:45,PST,6.34,511,,,1
USGS,14206950,12/8/2015 21:00,PST,6.42,524,12.7,41.3,1
USGS,14206950,12/8/2015 21:15,PST,6.48,534,,,1
USGS,14206950,12/8/2015 21:30,PST,6.57,550,,,1
USGS,14206950,12/8/2015 21:45,PST,6.66,565,,,1
USGS,14206950,12/8/2015 22:00,PST,6.77,584,12.8,39.2,1
USGS,14206950,12/8/2015 22:15,PST,6.91,608,,,1
USGS,14206950,12/8/2015 22:30,PST,7.03,630,,,1
USGS,14206950,12/8/2015 22:45,PST,7.21,662,,,1
USGS,14206950,12/8/2015 23:00,PST,7.45,707,12.8,37.6,1
USGS,14206950,12/8/2015 23:15,PST,7.68,750,,,1
USGS,14206950,12/8/2015 23:30,PST,7.91,795,,,1
USGS,14206950,12/8/2015 23:45,PST,8.17,846,,,1
USGS,14206950,12/9/2015 0:00,PST,8.36,885,12.9,33.3,0
